Number of frames: 3884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frequency: 100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Units: mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frame,Digitizing Probe R00,Digitizing Probe R01,Digitizing Probe R02,Digitizing Probe R10,Digitizing Probe R11,Digitizing Probe R12,Digitizing Probe R20,Digitizing Probe R21,Digitizing Probe R22,Digitizing Probe x,Digitizing Probe y,Digitizing Probe z,Digitizing Probe Error,HumMarker R00,HumMarker R01,HumMarker R02,HumMarker R10,HumMarker R11,HumMarker R12,HumMarker R20,HumMarker R21,HumMarker R22,HumMarker x,HumMarker y,HumMarker z,HumMarker Error,StemMarker R00,StemMarker R01,StemMarker R02,StemMarker R10,StemMarker R11,StemMarker R12,StemMarker R20,StemMarker R21,StemMarker R22,StemMarker x,StemMarker y,StemMarker z,StemMarker Error
41,0.83301276,0.542407691,0.109012268,0.546849191,-0.777333856,-0.310979277,-0.083938614,0.318662971,-0.944144189,-3.939528704,6.12176466,58.96633148,0.342642248,-0.701093614,0.7116642,-0.044742323,0.71057117,0.70250845,0.039630767,0.059635654,-0.004007725,-0.998212159,141.9729309,-242.5084534,-1590.676636,0.144083872,-0.031722311,0.998570502,0.043018959,-0.990039289,-0.037299924,0.135760248,0.137170792,-0.038283832,0.989807308,-125.1571884,285.9212036,-138.180481,0.109317482
42,0.832222044,0.543388724,0.110159516,0.548289895,-0.777062416,-0.309115022,-0.082368813,0.317651719,-0.944623053,-3.925291061,6.123409748,58.96888733,0.343145758,-0.701178968,0.711590469,-0.044577565,0.71051085,0.702582836,0.039391577,0.059350099,-0.004052299,-0.998229027,141.9740295,-242.5088959,-1590.676025,0.144274682,-0.03152395,0.998570263,0.04316983,-0.990069032,-0.037117496,0.135593295,0.137001798,-0.038466677,0.98982358,-125.2266617,285.9006348,-138.1585236,0.109293684
43,0.831593215,0.543936908,0.112184547,0.549589932,-0.776848376,-0.30733937,-0.080022849,0.317236841,-0.944964111,-3.933143854,6.10618782,58.95092392,0.342242211,-0.701201975,0.71156615,-0.044601936,0.710462749,0.702608883,0.039791819,0.059652232,-0.003785912,-0.99821198,141.974884,-242.5090942,-1590.674561,0.143689767,-0.031481728,0.99858588,0.042839084,-0.990116,-0.03701809,0.135277852,0.136672363,-0.038156878,0.989881217,-125.1989899,285.9300537,-138.1184235,0.109176122
44,0.831175745,0.544424355,0.112911701,0.55037111,-0.776755214,-0.306174845,-0.078984275,0.316628426,-0.945255518,-3.939571381,6.089008331,58.93319702,0.339798957,-0.701046109,0.711724877,-0.044521287,0.710605323,0.702449381,0.040062763,0.059787612,-0.003551223,-0.998204827,141.9743958,-242.5094604,-1590.671509,0.144039571,-0.031739093,0.998580933,0.042763714,-0.990135312,-0.037255008,0.135071233,0.136472717,-0.038054824,0.989912689,-125.1197357,285.9921265,-138.0622101,0.109210633
45,0.830774248,0.545179427,0.112220533,0.550938785,-0.776718616,-0.305245131,-0.079249598,0.315416455,-0.945638359,-3.947404623,6.098700523,58.96983719,0.340863496,-0.701130033,0.711643755,-0.044495743,0.710534871,0.70253104,0.039879221,0.059639435,-0.003655257,-0.998213291,141.9730835,-242.5096588,-1590.671631,0.143595874,-0.031642806,0.998567224,0.043153357,-0.990105987,-0.037221484,0.13529475,0.136707142,-0.03844529,0.989865184,-125.1719513,285.9660339,-138.0744171,0.108474642
46,0.83069694,0.545333028,0.11204651,0.55102843,-0.77665627,-0.305242032,-0.07943695,0.315304428,-0.945659995,-3.961546659,6.122479439,58.94870377,0.341505706,-0.701227307,0.711512566,-0.045056976,0.710407436,0.702661633,0.039848179,0.060012285,-0.004066179,-0.99818933,141.9718018,-242.5088348,-1590.673462,0.142373979,-0.031511869,0.998591304,0.042690266,-0.990068078,-0.037040792,0.135621414,0.137011647,-0.037992585,0.989840508,-125.1672058,285.8875427,-138.2391815,0.108096518
47,0.830898046,0.545352161,0.110451475,0.550577044,-0.777102053,-0.304921776,-0.080457687,0.314170957,-0.945950925,-3.943267822,6.120954514,58.94550705,0.341780901,-0.701134861,0.711615503,-0.044870034,0.710512936,0.702557921,0.039796304,0.059843462,-0.003978164,-0.998199821,141.9719849,-242.5091553,-1590.675171,0.143192172,-0.031615011,0.998581827,0.042833976,-0.990075529,-0.037159435,0.135534629,0.136934116,-0.038123943,0.98984623,-125.1497574,285.9180908,-138.194809,0.108894944
48,0.831053615,0.545590997,0.108075455,0.550046504,-0.777399063,-0.305122048,-0.0824541,0.313019335,-0.946160734,-3.965353966,6.109409332,58.93990326,0.340568513,-0.701105356,0.711642206,-0.044907656,0.710528553,0.702531457,0.039984815,0.060003918,-0.003874602,-0.998190641,141.9726257,-242.5086975,-1590.673584,0.142741576,-0.031650666,0.998584867,0.042737551,-0.990096867,-0.037175383,0.135373816,0.136771038,-0.038029645,0.989872396,-125.1186905,285.9372559,-138.1840057,0.109542817
49,0.831326067,0.545655191,0.105628721,0.549332023,-0.777820766,-0.305334687,-0.08444725,0.311857909,-0.946368515,-3.974557877,6.11730814,58.95357132,0.341608763,-0.701100647,0.711636126,-0.045076296,0.710518301,0.702537179,0.040065102,0.06017955,-0.003937864,-0.998179734,141.9745789,-242.5080566,-1590.671997,0.143757775,-0.031652663,0.998602986,0.042310979,-0.990085542,-0.037122648,0.135471791,0.136853218,-0.037603445,0.989877403,-125.096489,285.9267883,-138.2214203,0.109589756
50,0.831481576,0.545873523,0.103249855,0.548864126,-0.77840817,-0.304678321,-0.085945293,0.310004532,-0.946842432,-3.948498249,6.112121582,58.99121094,0.343870252,-0.70116806,0.711602151,-0.04456206,0.710493803,0.702572942,0.039872762,0.059681635,-0.00370356,-0.998210609,141.9767761,-242.5089417,-1590.674316,0.143648937,-0.031534381,0.998584509,0.042832196,-0.990159154,-0.037056725,0.134950191,0.136346385,-0.038155124,0.989926159,-125.1818848,285.950592,-138.0965118,0.110309586
51,0.831729949,0.545816898,0.101533674,0.54829222,-0.778838158,-0.30460912,-0.087182507,0.309022665,-0.947050214,-3.961497545,6.101984978,58.99734879,0.343623161,-0.701165676,0.711608231,-0.04450278,0.710490644,0.702567577,0.040024109,0.059747692,-0.003555277,-0.998207211,141.9787903,-242.5068512,-1590.674438,0.143922448,-0.031603638,0.998583019,0.042815518,-0.990211487,-0.037107781,0.134552032,0.135950163,-0.038144082,0.989981055,-125.172821,285.971344,-138.0617981,0.110506654
52,0.831999719,0.5457564,0.099631332,0.547552943,-0.77893126,-0.305698901,-0.089231171,0.308894843,-0.946901143,-3.984428883,6.125902653,58.99028778,0.34396714,-0.701094925,0.711645186,-0.045022544,0.710537255,0.702527583,0.039897043,0.060022116,-0.004018579,-0.998188913,141.9782715,-242.5059052,-1590.671509,0.142980337,-0.03178383,0.998599112,0.04230383,-0.990100861,-0.03724616,0.135325387,0.136711463,-0.037583902,0.989897668,-125.1123047,285.9177246,-138.2236328,0.110685661
53,0.832028747,0.545851231,0.098866113,0.547401905,-0.779011488,-0.305764824,-0.089884274,0.308524638,-0.946960032,-3.976806164,6.119702816,58.98279572,0.343857735,-0.701128006,0.711621344,-0.044884913,0.710515857,0.70255208,0.039846938,0.05988992,-0.00395364,-0.998197138,141.9771729,-242.506546,-1590.671753,0.143193692,-0.031707447,0.998593867,0.042484768,-0.990087926,-0.037199304,0.135432914,0.136822879,-0.037769426,0.989875257,-125.1403351,285.9210205,-138.1884766,0.110093713
54,0.831829369,0.546076417,0.099300124,0.547778308,-0.778884351,-0.305414617,-0.089436412,0.308447301,-0.947027624,-3.968084574,6.121244907,58.97299194,0.343827844,-0.701167583,0.71158427,-0.044853061,0.710482478,0.702589512,0.039782077,0.059821591,-0.00397341,-0.998201132,141.9741058,-242.5083618,-1590.67395,0.144177005,-0.031599734,0.998595893,0.042517021,-0.990033686,-0.037112974,0.135852903,0.137240082,-0.037800368,0.989816308,-125.1631012,285.9134521,-138.1908569,0.108997539
55,0.831549406,0.546384335,0.099948511,0.548255205,-0.778510034,-0.305513382,-0.089116819,0.308846772,-0.946927547,-3.977533102,6.140369892,58.97836685,0.343974054,-0.701146126,0.711583972,-0.045192707,0.710488796,0.702588022,0.039696183,0.059999023,-0.004276087,-0.99818927,141.969101,-242.5098419,-1590.673828,0.143167526,-0.031604592,0.998603404,0.042336836,-0.990023017,-0.037096139,0.135934979,0.137315661,-0.037618272,0.989812732,-125.1338806,285.8755188,-138.30159,0.108821332
56,0.83107239,0.547125518,0.099861421,0.548965216,-0.778187037,-0.305060804,-0.089195698,0.30834806,-0.947082639,-3.965680599,6.122093201,59.01694107,0.34529683,-0.701187432,0.711571753,-0.04474207,0.710467994,0.702602744,0.039807048,0.059761472,-0.00387561,-0.998205185,141.9673767,-242.5105286,-1590.674072,0.144336522,-0.031541612,0.998593628,0.042612422,-0.990093112,-0.037052475,0.135435522,0.136823952,-0.037918411,0.989869416,-125.179306,285.9237976,-138.1554871,0.108739063
57,0.830646157,0.547639072,0.100590028,0.549616516,-0.777511001,-0.305611253,-0.08915481,0.309140772,-0.946828067,-3.944181442,6.101127148,58.99951172,0.344443917,-0.701128304,0.711652994,-0.044374943,0.710545599,0.70252198,0.039847497,0.059531964,-0.003592212,-0.998219907,141.9672546,-242.5114136,-1590.675415,0.14471975,-0.031630524,0.998581111,0.0428412,-0.990076661,-0.03717532,0.135522097,0.136922434,-0.038129434,0.98984766,-125.1838226,285.9767456,-138.0416565,0.108475015
58,0.830165803,0.548142552,0.101806343,0.550321519,-0.776431143,-0.307084531,-0.089280479,0.310957283,-0.946221232,-3.970723867,6.138556957,59.01459503,0.345481992,-0.701058686,0.711676776,-0.045087669,0.710582197,0.702494442,0.039681111,0.059913959,-0.004219705,-0.998194575,141.9693298,-242.5114441,-1590.668945,0.143224001,-0.031682581,0.998593032,0.042523175,-0.990030885,-0.037195861,0.135850504,0.137241051,-0.037795164,0.989816427,-125.1108246,285.9003601,-138.2635803,0.108681366
59,0.829570293,0.548673868,0.103779256,0.551312685,-0.775247335,-0.30829531,-0.088698983,0.31296742,-0.945612967,-3.973077059,6.133921146,58.98445892,0.342956573,-0.701124251,0.71160388,-0.045217305,0.710501552,0.702568233,0.039816216,0.060101617,-0.004210852,-0.99818337,141.9737701,-242.511673,-1590.669556,0.142676592,-0.031539246,0.998605907,0.042327102,-0.990059674,-0.037020635,0.135688141,0.137065947,-0.037626855,0.989847004,-125.1145172,285.887207,-138.2874298,0.108963929
60,0.828941584,0.549311459,0.105416894,0.552421987,-0.774484515,-0.308226585,-0.087668657,0.313736439,-0.94545418,-3.944141388,6.117249966,58.99992371,0.343098074,-0.701135397,0.711623549,-0.044734363,0.710519612,0.702550352,0.039810911,0.059758518,-0.003871803,-0.998205364,141.9780426,-242.5094757,-1590.672363,0.143758208,-0.031619649,0.998598337,0.04244487,-0.990046799,-0.037119076,0.135755301,0.137140527,-0.037729871,0.989832759,-125.1598663,285.9324951,-138.1517792,0.109580778
61,0.828435063,0.549664497,0.107537165,0.553432524,-0.773860037,-0.307982028,-0.086068071,0.314657688,-0.945295095,-3.947915316,6.109834671,59.01777268,0.342541933,-0.701179743,0.711583912,-0.044668514,0.710458517,0.702592075,0.0401638,0.059963655,-0.00357308,-0.998194158,141.9803925,-242.5085144,-1590.672485,0.144341871,-0.031559337,0.998604298,0.042350408,-0.990111768,-0.037029188,0.135305256,0.136684597,-0.037661493,0.989898443,-125.1521072,285.9629822,-138.0940094,0.109501377
62,0.828345954,0.549533129,0.108886942,0.553664386,-0.773404062,-0.308710098,-0.085432813,0.316005558,-0.944903016,-3.940377951,6.145791531,59.0269165,0.343587875,-0.701072931,0.711662948,-0.045083851,0.710549831,0.702509642,0.039988771,0.060130369,-0.003999276,-0.998182476,141.9789734,-242.5070496,-1590.670166,0.143521592,-0.031763054,0.998593211,0.042458624,-0.990020394,-0.037268918,0.13590683,0.137298018,-0.037718084,0.989811361,-125.0911713,285.9224854,-138.2303467,0.108918153
63,0.828204811,0.549413979,0.110549048,0.554054379,-0.773041546,-0.308918357,-0.084265061,0.317097843,-0.944641948,-3.909739494,6.151250839,59.0015831,0.341373652,-0.701084018,0.711659193,-0.044972278,0.710556686,0.702513278,0.039804142,0.059920602,-0.004049304,-0.998194933,141.9770203,-242.5051575,-1590.670288,0.142556563,-0.031633668,0.998592317,0.042575035,-0.990019619,-0.037158024,0.135942727,0.137333378,-0.037849754,0.989801466,-125.1212692,285.9157715,-138.2176056,0.108772226
64,0.827974439,0.549288929,0.112871677,0.554738939,-0.772881031,-0.308090329,-0.081994236,0.317705244,-0.944637656,-3.910415888,6.161818027,59.02339172,0.340824157,-0.701147377,0.711592615,-0.045037355,0.710485697,0.70258075,0.039880298,0.060020901,-0.004036429,-0.998188972,141.9727631,-242.5048065,-1590.670654,0.143280044,-0.031464998,0.998592019,0.042706825,-0.99004674,-0.037002962,0.135787323,0.137176424,-0.038009208,0.989817142,-125.1355438,285.9059143,-138.2280579,0.109486051
65,0.828034818,0.548986077,0.113897093,0.554750741,-0.772743881,-0.30841288,-0.081301093,0.318561107,-0.944409251,-3.912000418,6.15256834,59.00412369,0.339934558,-0.701090574,0.711650729,-0.04500214,0.710540593,0.702522159,0.039932504,0.060032997,-0.003979547,-0.998188436,141.969696,-242.5049896,-1590.667969,0.14403668,-0.031596601,0.998590231,0.042653438,-0.990057707,-0.037121817,0.13567543,0.137067527,-0.03794248,0.989834785,-125.1102753,285.9246521,-138.2095642,0.109417081
66,0.828297734,0.548315167,0.115209788,0.554517865,-0.772814333,-0.308654964,-0.080204435,0.319544107,-0.944171011,-3.902668715,6.156998158,58.98848724,0.340479732,-0.701082051,0.711659491,-0.044997074,0.710559011,0.702512622,0.039772164,0.059915252,-0.004089526,-0.998195052,141.9700928,-242.5045776,-1590.668701,0.143492207,-0.031603292,0.998586833,0.042726293,-0.99004519,-0.037141733,0.135760933,0.13715601,-0.038010471,0.989819884,-125.1196976,285.9104614,-138.227417,0.108506292
67,0.82881403,0.547610343,0.114848636,0.55370599,-0.773207486,-0.309127659,-0.080479667,0.319801718,-0.944060326,-3.900242805,6.145278454,59.0104866,0.340889513,-0.701144516,0.711608648,-0.044826206,0.710488915,0.702566028,0.040079445,0.060014252,-0.003747038,-0.998190463,141.9708405,-242.5050354,-1590.668213,0.144431144,-0.031535994,0.998602211,0.042416275,-0.990068913,-0.03702702,0.135619074,0.137000054,-0.037718151,0.989852667,-125.1331177,285.9447632,-138.1436615,0.10949108
68,0.829565525,0.546602011,0.11422462,0.552454174,-0.773570657,-0.310455889,-0.081334993,0.320647359,-0.943700075,-3.900588751,6.159102917,59.02603149,0.340819925,-0.701095521,0.711649239,-0.044948794,0.710533798,0.702524245,0.040017918,0.06005634,-0.003881253,-0.998187423,141.9727783,-242.5055084,-1590.665527,0.143462554,-0.031525623,0.998616695,0.042079806,-0.990077019,-0.036968924,0.135575488,0.136943609,-0.03738815,0.989872992,-125.1089249,285.9364319,-138.1835938,0.108842142
69,0.830349267,0.545681,0.112926312,0.551056802,-0.773979962,-0.311915636,-0.082803734,0.321227729,-0.943374932,-3.902680874,6.165947437,59.04671097,0.343402922,-0.701092303,0.711654127,-0.044923548,0.71054709,0.70251888,0.039876219,0.059937712,-0.003963387,-0.998194277,141.9755707,-242.5065308,-1590.66687,0.14377813,-0.031629242,0.998606205,0.042253196,-0.99005121,-0.037101224,0.135728031,0.137106493,-0.037539851,0.989844739,-125.1206512,285.9255066,-138.1953583,0.108952045
70,0.831065655,0.544754148,0.11212831,0.549880922,-0.774547517,-0.312581331,-0.083431259,0.321432829,-0.943249762,-3.894571543,6.149826527,59.06844711,0.343247771,-0.70107919,0.711689711,-0.044561483,0.710576177,0.702484488,0.03996294,0.059744962,-0.003647143,-0.998206973,141.9757233,-242.5080872,-1590.668823,0.144754663,-0.031772465,0.998586833,0.042601485,-0.990066946,-0.037284743,0.135563076,0.136959881,-0.037871148,0.989852428,-125.1376038,285.9737854,-138.0825653,0.109188966
71,0.832015634,0.543557584,0.110883407,0.548162878,-0.774826944,-0.314897835,-0.08524967,0.322782099,-0.942626238,-3.895450354,6.162149429,59.02650833,0.342710316,-0.701123953,0.711624801,-0.044892639,0.710509717,0.70254916,0.04000739,0.060009539,-0.003846518,-0.998190343,141.9733276,-242.5083008,-1590.670654,0.14327763,-0.031772517,0.998588026,0.04257204,-0.990057468,-0.037283394,0.135632053,0.137027785,-0.037839398,0.989844263,-125.1243439,285.9365234,-138.1768951,0.108840771
72,0.832891345,0.542702138,0.108473048,0.54646343,-0.775430679,-0.316362053,-0.08757703,0.322771758,-0.94241643,-3.888148785,6.17682457,59.06588745,0.344001412,-0.701089025,0.711664557,-0.044808194,0.710565209,0.702508211,0.039741579,0.059760798,-0.003976757,-0.998204827,141.9716187,-242.5081177,-1590.667603,0.144388124,-0.031693205,0.998576343,0.042903721,-0.990037918,-0.037256084,0.13578248,0.1371876,-0.03817293,0.989809275,-125.1404572,285.9264832,-138.1801605,0.108796112
73,0.833635747,0.541965425,0.106418699,0.545002997,-0.775938272,-0.317634225,-0.089572445,0.322789758,-0.942222655,-3.913128614,6.168673992,59.09164047,0.345121562,-0.701084912,0.711665213,-0.044862818,0.710548401,0.702508509,0.040034488,0.060007658,-0.00380963,-0.998190641,141.9708252,-242.5095215,-1590.670532,0.143515378,-0.031676218,0.99859333,0.042520061,-0.990038753,-0.037187006,0.135795027,0.137185201,-0.037795037,0.989824116,-125.1085892,285.9497986,-138.1632538,0.10870377
74,0.834347606,0.541232765,0.104552485,0.543560743,-0.776246548,-0.319347829,-0.091682993,0.323277712,-0.941852272,-3.907418013,6.171051979,59.08197403,0.345904827,-0.701166809,0.711584628,-0.044860732,0.710470438,0.702589929,0.039989095,0.059974328,-0.003833199,-0.998192549,141.9703522,-242.5098877,-1590.669434,0.143275335,-0.0315728,0.998606861,0.042278897,-0.990059733,-0.037046999,0.135680676,0.13705796,-0.037574813,0.989850104,-125.1454697,285.9319763,-138.1659393,0.108249731
75,0.834983349,0.540690839,0.102255493,0.54226625,-0.776910365,-0.319933712,-0.093541883,0.32258904,-0.941905618,-3.898403168,6.17369318,59.13491821,0.348300427,-0.70113945,0.711630642,-0.044557504,0.710523725,0.702544034,0.039849941,0.05966204,-0.003718796,-0.998211741,141.9701691,-242.5087738,-1590.666992,0.144137621,-0.031498376,0.998596191,0.042585891,-0.99007839,-0.037010524,0.135554478,0.1369403,-0.037893623,0.989854276,-125.1748886,285.9558716,-138.0894012,0.108363308
76,0.835540235,0.540032029,0.101182342,0.541178882,-0.777123094,-0.321255445,-0.094857104,0.323179603,-0.941571593,-3.892504454,6.186739922,59.10868835,0.346647114,-0.701183736,0.711575687,-0.044737358,0.710484564,0.702597976,0.039595421,0.059607513,-0.004021535,-0.998213768,141.9730377,-242.5084381,-1590.668335,0.143014565,-0.031487383,0.998587489,0.042797219,-0.990011394,-0.037047025,0.136032745,0.137426108,-0.038086418,0.989779532,-125.1976929,285.9051819,-138.1724091,0.108689532
77,0.836123228,0.53925544,0.100506,0.540206969,-0.777660966,-0.321589351,-0.095259219,0.323182404,-0.941530049,-3.916284084,6.173725128,59.11861038,0.34634465,-0.701149285,0.711609364,-0.044741552,0.710497439,0.702565193,0.039943993,0.059858374,-0.003782058,-0.998199701,141.9745178,-242.5070953,-1590.670654,0.143104866,-0.031598389,0.998591363,0.042623535,-0.990076661,-0.037114233,0.135538355,0.136929378,-0.037917774,0.989854813,-125.1530838,285.9421692,-138.1377106,0.108694792
78,0.836861491,0.538380265,0.099043153,0.53881675,-0.778181791,-0.322660267,-0.096640341,0.32338807,-0.941318691,-3.906437635,6.169275761,59.11120606,0.347320825,-0.70114547,0.711622715,-0.044588499,0.710514545,0.702551901,0.039873309,0.059700489,-0.003723786,-0.998209357,141.9743347,-242.5073547,-1590.669312,0.143763795,-0.031632774,0.998579502,0.042876899,-0.990084231,-0.037180275,0.135465726,0.136867464,-0.038166583,0.989853859,-125.1712875,285.9540405,-138.0968323,0.108566545
79,0.837643266,0.537420154,0.097639151,0.537321568,-0.778598726,-0.324144453,-0.098180041,0.323981047,-0.9409554,-3.941197395,6.198533535,59.12378693,0.348742336,-0.701145411,0.711575866,-0.045330118,0.710465431,0.702596724,0.039957609,0.060281668,-0.004189388,-0.998172581,141.9745636,-242.5076752,-1590.667358,0.14364396,-0.031624619,0.998611212,0.042136841,-0.990017533,-0.037090063,0.135976627,0.137350649,-0.037416,0.989815533,-125.1004944,285.8854065,-138.3021088,0.108949527
80,0.838214338,0.536759555,0.096363477,0.536257744,-0.7791664,-0.324541718,-0.099117674,0.323711187,-0.940949917,-3.912695885,6.187779903,59.1342926,0.347538918,-0.701101542,0.711648405,-0.044867657,0.710550368,0.702524185,0.039722465,0.059789047,-0.004031249,-0.99820286,141.9732513,-242.5078278,-1590.668213,0.143983364,-0.031651843,0.998600543,0.04236846,-0.990026534,-0.037145834,0.135895595,0.137279227,-0.037644554,0.989816844,-125.1424103,285.9186096,-138.1952057,0.109404385
81,0.838671625,0.536246538,0.095234238,0.535419047,-0.779739082,-0.324550956,-0.099781469,0.323181897,-0.941061676,-3.930634975,6.176088333,59.1708107,0.348264307,-0.701025784,0.711723208,-0.044865504,0.710613906,0.702449203,0.039912347,0.059922282,-0.003902465,-0.99819541,141.9687958,-242.5097961,-1590.668701,0.143472672,-0.031713139,0.99858737,0.042632788,-0.990085006,-0.037225783,0.13544713,0.136842832,-0.037914634,0.989866972,-125.0974503,285.9513855,-138.171875,0.109015159
82,0.838966012,0.535846174,0.094894253,0.534950554,-0.780108869,-0.324434936,-0.099819355,0.322953612,-0.941136062,-3.949555159,6.174125671,59.20246506,0.347724229,-0.701093674,0.711644948,-0.045046169,0.710540712,0.702527463,0.039838783,0.059997242,-0.004076417,-0.998190224,141.9667969,-242.5107727,-1590.667603,0.143212363,-0.031617004,0.998588204,0.042684749,-0.990075052,-0.037141278,0.135543421,0.136937425,-0.037975624,0.989851534,-125.1151733,285.9144592,-138.2314301,0.108383477
83,0.837480009,0.538451672,0.093257569,0.537492096,-0.780837417,-0.318425983,-0.098638013,0.316800594,-0.943349302,-4.030544281,6.103879929,59.54382324,0.350212455,-0.701175988,0.711584628,-0.044715554,0.710460484,0.702591062,0.040145628,0.05998376,-0.003619483,-0.998192787,141.9659882,-242.5101471,-1590.668213,0.142682612,-0.031639375,0.998589516,0.042637009,-0.990080059,-0.037155349,0.135502622,0.136895701,-0.03792683,0.989859104,-125.1510391,285.9610901,-138.1020813,0.108823538
84,0.835983157,0.538366795,0.106269844,0.542398989,-0.781268418,-0.308905989,-0.083279468,0.315880895,-0.945136905,-4.032280922,6.123200893,59.69723511,0.341110617,-0.701140344,0.711610973,-0.044855818,0.710491359,0.702563584,0.040079989,0.060035426,-0.003767976,-0.998189092,141.9672394,-242.5104523,-1590.667847,0.143664896,-0.03170852,0.998592675,0.042511545,-0.990051329,-0.037214082,0.135695964,0.137087032,-0.037785891,0.989838004,-125.1314087,285.9473572,-138.1495819,0.109092116
85,0.836927891,0.538359642,0.098593086,0.539817989,-0.782252312,-0.31093055,-0.090267792,0.313448787,-0.945305049,-4.107429028,6.143090725,59.85265732,0.350405931,-0.701095343,0.711625457,-0.04532684,0.710529149,0.702545524,0.039724942,0.060113452,-0.004355069,-0.998181999,141.9711304,-242.5120544,-1590.668091,0.143461451,-0.031752106,0.998608172,0.042114381,-0.989959002,-0.037228007,0.13636449,0.137742519,-0.037361652,0.9897632,-125.1004257,285.8745422,-138.3270721,0.109429054
86,0.837122679,0.538421154,0.096582904,0.539416611,-0.783197939,-0.309242159,-0.090859003,0.310972065,-0.946066082,-4.174190521,6.122477531,60.02744293,0.348216385,-0.701049149,0.711675584,-0.045253929,0.710555911,0.702496707,0.04010798,0.060334604,-0.00403778,-0.998170018,141.9728394,-242.5096283,-1590.666748,0.142519712,-0.031793632,0.998610616,0.042023547,-0.990034521,-0.037235875,0.135813072,0.137189165,-0.03728677,0.989842772,-125.0566635,285.9254456,-138.2625275,0.109381571
87,0.835903525,0.539449215,0.101290785,0.542363048,-0.783452272,-0.303388834,-0.084306374,0.308540195,-0.947467864,-4.22030735,6.13331604,60.20813751,0.343579292,-0.701131582,0.711614966,-0.044929534,0.71049881,0.702559114,0.040026344,0.060048997,-0.003858646,-0.998187959,141.9754791,-242.507782,-1590.670532,0.143430784,-0.031695273,0.998594582,0.042476617,-0.990062058,-0.03719338,0.135623246,0.137012497,-0.037755873,0.989849508,-125.1252289,285.9359741,-138.180191,0.108684987
88,0.836025357,0.539367259,0.100720473,0.542262495,-0.784174562,-0.30169794,-0.08374355,0.306844056,-0.94806844,-4.235425949,6.188868999,60.3764801,0.347905189,-0.701081634,0.711665273,-0.04491201,0.710575283,0.702506423,0.039591223,0.05972667,-0.004156685,-0.998206139,141.9755554,-242.5095825,-1590.67041,0.144147456,-0.031712174,0.9985708,0.043019641,-0.9900105,-0.037298113,0.13597098,0.137381211,-0.038277961,0.989778399,-125.1420441,285.9077148,-138.2248077,0.108556777
89,0.837401867,0.537992239,0.096552782,0.539551377,-0.785370052,-0.303443938,-0.087420829,0.3061997,-0.94794482,-4.248781204,6.248393059,60.49990463,0.349595219,-0.701086104,0.711654902,-0.045006566,0.710570335,0.702516198,0.039507594,0.059733611,-0.004282105,-0.998205185,141.9737396,-242.5101166,-1590.667725,0.144907817,-0.031767603,0.99856168,0.043190982,-0.989970744,-0.037386928,0.136235803,0.137654617,-0.03842992,0.989734471,-125.1425934,285.8893127,-138.2603149,0.109060839
90,0.83846885,0.53673327,0.094272651,0.53776437,-0.78693974,-0.30254814,-0.088200755,0.304373682,-0.94846046,-4.272725582,6.307383537,60.66149139,0.347748965,-0.701081514,0.71168071,-0.044668764,0.710568428,0.702493191,0.039947841,0.059809607,-0.003733519,-0.998202801,141.9713898,-242.5088654,-1590.674194,0.144528866,-0.031796668,0.998581409,0.042710323,-0.990070164,-0.037322357,0.135528803,0.136930585,-0.037976854,0.989852369,-125.1329727,285.9648438,-138.1183624,0.109617792
91,0.838768661,0.536282182,0.094172873,0.53742981,-0.787660837,-0.301263332,-0.087385863,0.303301543,-0.948879242,-4.338582039,6.39292717,60.80966187,0.345484167,-0.701086938,0.711660862,-0.04489826,0.710538983,0.70251298,0.040122669,0.060095347,-0.003772484,-0.998185515,141.9698792,-242.5093842,-1590.671021,0.142644629,-0.031684984,0.998612344,0.04206425,-0.990109682,-0.037114289,0.135297328,0.136670768,-0.037361324,0.989911675,-125.1012497,285.9576416,-138.1588287,0.109554701
92,0.839749396,0.535260677,0.09119764,0.535320461,-0.7880494,-0.303990453,-0.090845875,0.304095745,-0.948299944,-4.323860645,6.420351028,60.85735321,0.348729432,-0.701116264,0.711645007,-0.044692997,0.710553765,0.70252794,0.039597038,0.059577107,-0.003994649,-0.998215735,141.9687805,-242.5098419,-1590.670288,0.143980518,-0.031520993,0.998581946,0.042899989,-0.990102291,-0.037068672,0.135363683,0.136761993,-0.038208582,0.989866734,-125.1740417,285.9260254,-138.1557312,0.109507427
