Number of frames: 3950
Frequency: 100
Units: mm

Frame,Marker_1 x,Marker_1 y,Marker_1 z,Marker_2 x,Marker_2 y,Marker_2 z,Marker_3 x,Marker_3 y,Marker_3 z,Marker_4 x,Marker_4 y,Marker_4 z,Marker_5 x,Marker_5 y,Marker_5 z,Marker_6 x,Marker_6 y,Marker_6 z,Marker_7 x,Marker_7 y,Marker_7 z,Marker_8 x,Marker_8 y,Marker_8 z,Marker_9 x,Marker_9 y,Marker_9 z,iHumTracker_GT x,iHumTracker_GT y,iHumTracker_GT z,iHumTracker_LT x,iHumTracker_LT y,iHumTracker_LT z,iHumTracker_P1 x,iHumTracker_P1 y,iHumTracker_P1 z,iHumTracker_P2 x,iHumTracker_P2 y,iHumTracker_P2 z,iHumTracker_P3 x,iHumTracker_P3 y,iHumTracker_P3 z,iHumTracker_P4 x,iHumTracker_P4 y,iHumTracker_P4 z,iHumTracker_P5 x,iHumTracker_P5 y,iHumTracker_P5 z,iHumTracker_P6 x,iHumTracker_P6 y,iHumTracker_P6 z,iHumTracker_SL x,iHumTracker_SL y,iHumTracker_SL z,iHumTracker_SH x,iHumTracker_SH y,iHumTracker_SH z,iHumTracker_SB x,iHumTracker_SB y,iHumTracker_SB z,iHumTracker_Surf1 x,iHumTracker_Surf1 y,iHumTracker_Surf1 z,iHumTracker_Surf2 x,iHumTracker_Surf2 y,iHumTracker_Surf2 z
21,44.459087372,-31.287565231,68.535118103,32.192905426,-45.272544861,76.889495850,52.297428131,-47.445838928,77.033843994,136.448501587,-104.406913757,-1460.626708984,122.188095093,-90.550056458,-1461.522949219,141.351837158,-84.979011536,-1460.720336914,,,,,,,,,,146.914581299,-100.531097412,-1526.051635742,143.747406006,-75.136894226,-1505.716308594,213.541671753,-74.656333923,-1517.222167969,198.487503052,-60.399806976,-1487.093505859,159.955139160,-27.204967499,-1489.979125977,154.967407227,-32.281913757,-1490.795776367,165.451873779,-53.113746643,-1481.076171875,196.729385376,-86.181259155,-1505.210205078,144.826583862,-79.197052002,-1525.171142578,146.133605957,-59.603755951,-1530.213134766,156.758117676,-69.361007690,-1526.682373047,145.091415405,-59.791645050,-1534.950195313,144.329986572,-56.952899933,-1526.775268555,
22,44.463623047,-31.264867783,68.560295105,32.200256348,-45.249958038,76.921310425,52.307170868,-47.421028137,77.066604614,136.448303223,-104.404853821,-1460.622436523,122.190605164,-90.548904419,-1461.519531250,141.352325439,-84.978263855,-1460.718872070,,,,,,,,,,146.911437988,-100.538795471,-1526.048461914,143.746414185,-75.141815186,-1505.716308594,213.540039063,-74.665397644,-1517.226196289,198.488143921,-60.404365540,-1487.098510742,159.956878662,-27.208446503,-1489.986328125,154.968902588,-32.285308838,-1490.802001953,165.453155518,-53.116271973,-1481.080200195,196.728012085,-86.188125610,-1505.211791992,144.824310303,-79.204559326,-1525.170654297,146.131774902,-59.611972809,-1530.215209961,156.756118774,-69.369163513,-1526.683837891,145.089294434,-59.800437927,-1534.952270508,144.328460693,-56.960597992,-1526.777587891,
23,44.479980469,-31.240497589,68.579277039,32.235229492,-45.235572815,76.948440552,52.344345093,-47.385864258,77.086265564,136.449417114,-104.405082703,-1460.623046875,122.187286377,-90.546897888,-1461.521728516,141.352203369,-84.976844788,-1460.717651367,,,,,,,,,,146.920776367,-100.533485413,-1526.047485352,143.751892090,-75.137794495,-1505.714233398,213.547241211,-74.658599854,-1517.213500977,198.490356445,-60.399795532,-1487.087280273,159.958526611,-27.204864502,-1489.979003906,154.970825195,-32.281829834,-1490.795654297,165.454223633,-53.113048553,-1481.073608398,196.733734131,-86.182540894,-1505.202392578,144.832870483,-79.199356079,-1525.168701172,146.140518188,-59.606433868,-1530.211914063,156.764617920,-69.363517761,-1526.679443359,145.098754883,-59.794651031,-1534.949096680,144.336593628,-56.955318451,-1526.774291992,
24,44.460296631,-31.249509811,68.647705078,32.212394714,-45.233692169,77.023460388,52.322349548,-47.382331848,77.170753479,136.449111938,-104.403495789,-1460.625732422,122.187355042,-90.546470642,-1461.521606445,141.352096558,-84.976806641,-1460.718505859,,,,,,,,,,146.915206909,-100.525451660,-1526.050537109,143.748107910,-75.132064819,-1505.714111328,213.542495728,-74.651809692,-1517.219238281,198.488174438,-60.396373749,-1487.090087891,159.956222534,-27.200979233,-1489.974853516,154.968444824,-32.277835846,-1490.791625977,165.452575684,-53.110195160,-1481.072753906,196.729965210,-86.177047729,-1505.208007813,144.827438354,-79.191421509,-1525.169189453,146.134735107,-59.597927094,-1530.210205078,156.759094238,-69.355445862,-1526.679809570,145.092575073,-59.785602570,-1534.947387695,144.331100464,-56.947196960,-1526.772216797,
25,44.472068787,-31.264461517,68.689659119,32.222461700,-45.243648529,77.084205627,52.334857941,-47.393589020,77.233314514,136.447799683,-104.403816223,-1460.625488281,122.189918518,-90.548217773,-1461.525268555,141.350814819,-84.977935791,-1460.716308594,,,,,,,,,,146.935272217,-100.525100708,-1526.046875000,143.761932373,-75.132156372,-1505.710815430,213.559875488,-74.651718140,-1517.194335938,198.496261597,-60.396926880,-1487.069580078,159.965240479,-27.201431274,-1489.965454102,154.977691650,-32.278263092,-1490.783935547,165.458816528,-53.110847473,-1481.062377930,196.743606567,-86.177207947,-1505.188598633,144.847274780,-79.191078186,-1525.165649414,146.156143188,-59.597480774,-1530.205932617,156.779403687,-69.355094910,-1526.672363281,145.115447998,-59.785053253,-1534.943359375,144.351455688,-56.946823120,-1526.768432617,
26,44.460613251,-31.225833893,68.770439148,32.224304199,-45.208423615,77.173629761,52.336982727,-47.338947296,77.327835083,136.446090698,-104.405120850,-1460.623168945,122.187179565,-90.549339294,-1461.515747070,141.351257324,-84.978561401,-1460.714721680,,,,,,,,,,146.905075073,-100.521965027,-1526.048950195,143.741470337,-75.130355835,-1505.709838867,213.534362793,-74.651275635,-1517.223999023,198.484451294,-60.398136139,-1487.091552734,159.953186035,-27.201244354,-1489.968139648,154.965133667,-32.277862549,-1490.784790039,165.449874878,-53.111454010,-1481.069335938,196.723022461,-86.177085876,-1505.211547852,144.818115234,-79.187950134,-1525.165283203,146.125366211,-59.594039917,-1530.204833984,156.749877930,-69.352226257,-1526.676635742,145.082595825,-59.781242371,-1534.941772461,144.322280884,-56.943565369,-1526.766357422,
27,44.475402832,-31.222408295,68.828445435,32.252094269,-45.204025269,77.248603821,52.364788055,-47.321968079,77.394401550,136.446151733,-104.404273987,-1460.623413086,122.187232971,-90.549583435,-1461.517822266,141.350708008,-84.979003906,-1460.713256836,,,,,,,,,,146.916290283,-100.518798828,-1526.047119141,143.748687744,-75.128135681,-1505.707397461,213.543548584,-74.647186279,-1517.209594727,198.488159180,-60.395660400,-1487.079101563,159.956741333,-27.199396133,-1489.960937500,154.968933105,-32.276077271,-1490.778686523,165.452407837,-53.109889984,-1481.062255859,196.730377197,-86.173851013,-1505.200561523,144.828765869,-79.184860229,-1525.162963867,146.136505127,-59.590698242,-1530.201293945,156.760604858,-69.348831177,-1526.671752930,145.094543457,-59.777717590,-1534.938476563,144.332763672,-56.940410614,-1526.763061523,
28,44.504909515,-31.205585480,68.864349365,32.289966583,-45.198234558,77.273429871,52.404460907,-47.301300049,77.427398682,136.444595337,-104.404441833,-1460.625122070,122.185424805,-90.550872803,-1461.521118164,141.347854614,-84.980270386,-1460.710083008,,,,,,,,,,146.933181763,-100.507438660,-1526.045166016,143.758605957,-75.120567322,-1505.701782227,213.556747437,-74.634445190,-1517.183837891,198.492095947,-60.388988495,-1487.055175781,159.960021973,-27.193925858,-1489.942016602,154.972671509,-32.270683289,-1490.762084961,165.454299927,-53.105766296,-1481.046386719,196.740646362,-86.164009094,-1505.181762695,144.844451904,-79.173751831,-1525.157714844,146.152755737,-59.578636169,-1530.192260742,156.776275635,-69.336929321,-1526.661376953,145.112167358,-59.764854431,-1534.929809570,144.347915649,-56.929042816,-1526.754028320,
29,44.510044098,-31.162673950,68.883666992,32.300827026,-45.163341522,77.294898987,52.417728424,-47.252857208,77.445655823,136.445755005,-104.404106140,-1460.621093750,122.185752869,-90.552001953,-1461.512451172,141.349945068,-84.981864929,-1460.707519531,,,,,,,,,,146.913238525,-100.508232117,-1526.044433594,143.745590210,-75.121376038,-1505.699951172,213.540023804,-74.636177063,-1517.204589844,198.485305786,-60.390602112,-1487.071044922,159.952758789,-27.194999695,-1489.945312500,154.965072632,-32.271686554,-1490.763793945,165.449554443,-53.106945038,-1481.051513672,196.727645874,-86.165550232,-1505.197143555,144.825088501,-79.174522400,-1525.156250000,146.132049561,-59.579406738,-1530.191162109,156.756576538,-69.337852478,-1526.663818359,145.089920044,-59.765594482,-1534.928344727,144.328353882,-56.929798126,-1526.752319336,
30,44.546630859,-31.138423920,68.855697632,32.351570129,-45.151046753,77.265487671,52.469001770,-47.228229523,77.404365540,136.447494507,-104.404182434,-1460.620727539,122.188079834,-90.551048279,-1461.516235352,141.350296021,-84.980644226,-1460.706542969,,,,,,,,,,146.931900024,-100.509246826,-1526.041503906,143.758346558,-75.121826172,-1505.698730469,213.555770874,-74.635360718,-1517.185058594,198.492843628,-60.389194489,-1487.055908203,159.960281372,-27.194585800,-1489.941284180,154.972915649,-32.271415710,-1490.760986328,165.455352783,-53.106121063,-1481.045288086,196.740524292,-86.164749146,-1505.181640625,144.843017578,-79.175559998,-1525.154541016,146.150833130,-59.580570221,-1530.189697266,156.774658203,-69.338661194,-1526.659179688,145.109939575,-59.766933441,-1534.927124023,144.346176147,-56.930900574,-1526.751464844,
31,44.582550049,-31.093963623,68.848136902,32.397037506,-45.115303040,77.247161865,52.515117645,-47.178169250,77.389411926,136.446212769,-104.403457642,-1460.618652344,122.186103821,-90.550758362,-1461.515991211,141.347442627,-84.978942871,-1460.705932617,,,,,,,,,,146.933288574,-100.513000488,-1526.039306641,143.757080078,-75.124053955,-1505.698852539,213.554992676,-74.633827209,-1517.182128906,198.489746094,-60.386100769,-1487.054809570,159.955047607,-27.194355011,-1489.944824219,154.968063354,-32.271595001,-1490.764160156,165.451477051,-53.104755402,-1481.046264648,196.739990234,-86.163330078,-1505.178344727,144.842910767,-79.179374695,-1525.154296875,146.149627686,-59.584728241,-1530.191040039,156.773956299,-69.341789246,-1526.659301758,145.108963013,-59.771568298,-1534.928588867,144.344635010,-56.934886932,-1526.753051758,
32,44.579811096,-31.044479370,68.874076843,32.400684357,-45.069305420,77.274681091,52.520759583,-47.122291565,77.423713684,136.447174072,-104.402267456,-1460.618652344,122.185462952,-90.550056458,-1461.511596680,141.348922729,-84.979179382,-1460.709472656,,,,,,,,,,146.908081055,-100.518188477,-1526.043823242,143.740402222,-75.127471924,-1505.704223633,213.533782959,-74.639595032,-1517.214965820,198.480697632,-60.389034271,-1487.083007813,159.945510864,-27.196767807,-1489.960571289,154.958114624,-32.273975372,-1490.777587891,165.444946289,-53.106529236,-1481.062133789,196.723281860,-86.167755127,-1505.203735352,144.818481445,-79.184448242,-1525.159790039,146.123596191,-59.590255737,-1530.198730469,156.749130249,-69.347229004,-1526.670288086,145.081069946,-59.777469635,-1534.935791016,144.320007324,-56.940086365,-1526.760253906,
33,44.597572327,-31.043397903,68.861068726,32.424407959,-45.075668335,77.266967773,52.542701721,-47.118461609,77.423034668,136.448059082,-104.403648376,-1460.621582031,122.187271118,-90.551795959,-1461.516235352,141.348251343,-84.980278015,-1460.708984375,,,,,,,,,,146.924606323,-100.511329651,-1526.043701172,143.750900269,-75.123146057,-1505.701904297,213.547012329,-74.630683899,-1517.196044922,198.486083984,-60.384357452,-1487.065917969,159.950042725,-27.193540573,-1489.948852539,154.963088989,-32.270885468,-1490.767578125,165.448562622,-53.104091644,-1481.052001953,196.734176636,-86.161026001,-1505.190185547,144.833801270,-79.177787781,-1525.157714844,146.139205933,-59.582939148,-1530.193969727,156.764343262,-69.339843750,-1526.664184570,145.097808838,-59.769649506,-1534.931396484,144.334686279,-56.933258057,-1526.755615234,
34,44.612594604,-31.043203354,68.863952637,32.439907074,-45.084648132,77.247688293,52.558258057,-47.121597290,77.409225464,136.445999146,-104.403335571,-1460.621459961,122.186172485,-90.550712585,-1461.517822266,141.346694946,-84.979248047,-1460.705688477,,,,,,,,,,146.937545776,-100.503822327,-1526.040771484,143.759765625,-75.117744446,-1505.697021484,213.558471680,-74.625457764,-1517.175415039,198.491043091,-60.382057190,-1487.047119141,159.956329346,-27.190158844,-1489.935180664,154.969451904,-32.267314911,-1490.755615234,165.452316284,-53.101772308,-1481.039916992,196.742706299,-86.156753540,-1505.174438477,144.846969604,-79.170333862,-1525.152954102,146.153900146,-59.574970245,-1530.186889648,156.778045654,-69.332458496,-1526.655761719,145.113571167,-59.761150360,-1534.924438477,144.348648071,-56.925621033,-1526.748657227,
35,44.611396790,-31.015472412,68.860420227,32.440959930,-45.065567017,77.238029480,52.560447693,-47.097805023,77.406219482,136.446624756,-104.402832031,-1460.623535156,122.187042236,-90.551239014,-1461.517944336,141.348754883,-84.979408264,-1460.709960938,,,,,,,,,,146.925613403,-100.508438110,-1526.045288086,143.752380371,-75.120964050,-1505.702514648,213.548812866,-74.630775452,-1517.194824219,198.487655640,-60.385101318,-1487.064453125,159.953002930,-27.192646027,-1489.947021484,154.965866089,-32.269760132,-1490.766113281,165.450256348,-53.103778839,-1481.051147461,196.735214233,-86.160957336,-1505.189819336,144.835632324,-79.174850464,-1525.158447266,146.141937256,-59.579845428,-1530.193847656,156.766601563,-69.337310791,-1526.664184570,145.100662231,-59.766319275,-1534.931274414,144.337432861,-56.930233002,-1526.755493164,
36,44.617904663,-30.993705750,68.858299255,32.449623108,-45.054019928,77.230903625,52.569091797,-47.079166412,77.397277832,136.448944092,-104.402778625,-1460.624145508,122.187477112,-90.549743652,-1461.517822266,141.350234985,-84.981079102,-1460.712036133,,,,,,,,,,146.919860840,-100.512100220,-1526.047241211,143.749938965,-75.123542786,-1505.705200195,213.545181274,-74.637123108,-1517.204956055,198.487854004,-60.389362335,-1487.073730469,159.954437256,-27.195257187,-1489.953735352,154.966979980,-32.272178650,-1490.772094727,165.451431274,-53.106235504,-1481.057250977,196.732315063,-86.165969849,-1505.197631836,144.830963135,-79.178382874,-1525.161132813,146.137649536,-59.583671570,-1530.197631836,156.762222290,-69.341461182,-1526.668579102,145.095855713,-59.770313263,-1534.934814453,144.333618164,-56.933818817,-1526.759155273,
37,44.629219055,-30.957401276,68.868431091,32.462238312,-45.015136719,77.241752625,52.583606720,-47.038604736,77.409400940,136.449707031,-104.402099609,-1460.620849609,122.187553406,-90.549057007,-1461.516479492,141.352951050,-84.979721069,-1460.716674805,,,,,,,,,,146.906951904,-100.534889221,-1526.047485352,143.742187500,-75.138961792,-1505.713989258,213.535003662,-74.658920288,-1517.228637695,198.484542847,-60.399906158,-1487.099365234,159.951599121,-27.205574036,-1489.983032227,154.963790894,-32.282623291,-1490.798461914,165.449645996,-53.113552094,-1481.078491211,196.724319458,-86.182929993,-1505.213623047,144.818939209,-79.200782776,-1525.168579102,146.125183105,-59.607913971,-1530.212402344,156.750198364,-69.364791870,-1526.682128906,145.082382202,-59.796215057,-1534.949340820,144.321975708,-56.956775665,-1526.774536133,
38,44.614887238,-30.951591492,68.894134521,32.446792603,-45.004074097,77.267601013,52.567359924,-47.031402588,77.442108154,136.451843262,-104.403091431,-1460.623291016,122.188888550,-90.550460815,-1461.516235352,141.355422974,-84.978172302,-1460.721069336,,,,,,,,,,146.894317627,-100.537239075,-1526.052490234,143.732772827,-75.140602112,-1505.719360352,213.522888184,-74.656990051,-1517.250244141,198.478561401,-60.397533417,-1487.118041992,159.943008423,-27.205577850,-1489.994262695,154.955307007,-32.282955170,-1490.808349609,165.444625854,-53.112846375,-1481.089843750,196.715652466,-86.181457520,-1505.230834961,144.805252075,-79.203216553,-1525.174072266,146.109191895,-59.610488892,-1530.218994141,156.735595703,-69.366592407,-1526.690795898,145.065307617,-59.799057007,-1534.955688477,144.306625366,-56.959304810,-1526.780761719,
39,44.606658936,-30.999954224,68.904380798,32.432861328,-45.043781281,77.280426025,52.549747467,-47.078727722,77.450561523,136.453964233,-104.403564453,-1460.625488281,122.192382813,-90.549552917,-1461.520507813,141.354919434,-84.978683472,-1460.718872070,,,,,,,,,,146.915634155,-100.526931763,-1526.050903320,143.747680664,-75.133514404,-1505.714721680,213.541244507,-74.647277832,-1517.224609375,198.487716675,-60.392704010,-1487.094726563,159.952636719,-27.200756073,-1489.977294922,154.965255737,-32.278064728,-1490.793701172,165.451889038,-53.109348297,-1481.075195313,196.730545044,-86.173812866,-1505.212036133,144.826049805,-79.193069458,-1525.169799805,146.131271362,-59.599544525,-1530.211303711,156.756729126,-69.356071472,-1526.681396484,145.088806152,-59.787387848,-1534.948364258,144.327636719,-56.948917389,-1526.773193359,
40,44.565238953,-31.030330658,68.909370422,32.382801056,-45.062808990,77.294570923,52.498657227,-47.109996796,77.464996338,136.453353882,-104.404067993,-1460.631591797,122.192665100,-90.549964905,-1461.520629883,141.356964111,-84.978698730,-1460.722778320,,,,,,,,,,146.899581909,-100.516716003,-1526.058959961,143.738037109,-75.126640320,-1505.717651367,213.528747559,-74.642082214,-1517.244750977,198.483489990,-60.391921997,-1487.108642578,159.949447632,-27.197450638,-1489.975952148,154.961578369,-32.274356842,-1490.791992188,165.449554443,-53.107868195,-1481.079711914,196.720443726,-86.169815063,-1505.229980469,144.811340332,-79.182899475,-1525.173583984,146.116333008,-59.588565826,-1530.212036133,156.742156982,-69.346260071,-1526.686523438,145.072677612,-59.775535583,-1534.948852539,144.313705444,-56.938438416,-1526.773071289,
41,44.581336975,-31.041515350,68.870674133,32.401313782,-45.071720123,77.267761230,52.516204834,-47.125282288,77.424308777,136.451095581,-104.403900146,-1460.626953125,122.191406250,-90.551994324,-1461.521850586,141.359313965,-84.978363037,-1460.722045898,,,,,,,,,,146.909912109,-100.534240723,-1526.053588867,143.746017456,-75.138893127,-1505.719116211,213.538711548,-74.660224915,-1517.234619141,198.488952637,-60.401817322,-1487.104614258,159.956802368,-27.206426620,-1489.986694336,154.968856812,-32.283325195,-1490.802368164,165.454284668,-53.114833832,-1481.083129883,196.727859497,-86.184211731,-1505.219726563,144.822448730,-79.200111389,-1525.173950195,146.129119873,-59.607109070,-1530.217041016,156.753936768,-69.364364624,-1526.687255859,145.086257935,-59.795227051,-1534.953979492,144.326019287,-56.956035614,-1526.779052734,
42,44.588886261,-31.035184860,68.835403442,32.413303375,-45.069290161,77.242622375,52.530010223,-47.119678497,77.383277893,136.453918457,-104.404006958,-1460.622924805,122.191589355,-90.551826477,-1461.518066406,141.359069824,-84.979690552,-1460.718383789,,,,,,,,,,146.910934448,-100.534896851,-1526.049560547,143.745849609,-75.139427185,-1505.715454102,213.538467407,-74.657440186,-1517.231201172,198.488128662,-60.399360657,-1487.101440430,159.954315186,-27.205926895,-1489.983886719,154.966613770,-32.283084869,-1490.799438477,165.453125000,-53.113937378,-1481.079833984,196.728240967,-86.182090759,-1505.216186523,144.822402954,-79.200859070,-1525.170288086,146.128082275,-59.607860565,-1530.213623047,156.753402710,-69.364540100,-1526.683715820,145.085220337,-59.796100616,-1534.950561523,144.324859619,-56.956829071,-1526.775634766,
43,44.597583771,-30.994279861,68.817756653,32.429611206,-45.029945374,77.231109619,52.544284821,-47.073657990,77.367019653,136.452896118,-104.403289795,-1460.622192383,122.189140320,-90.550941467,-1461.516357422,141.354736328,-84.979026794,-1460.724487305,,,,,,,,,,146.887466431,-100.550491333,-1526.053344727,143.727401733,-75.149848938,-1505.724975586,213.516220093,-74.666397095,-1517.263671875,198.474822998,-60.401317596,-1487.132690430,159.937927246,-27.211139679,-1490.011352539,154.950286865,-32.288837433,-1490.823852539,165.441329956,-53.116436005,-1481.102294922,196.710678101,-86.188957214,-1505.240112305,144.797836304,-79.216354370,-1525.178955078,146.100601196,-59.624614716,-1530.228027344,156.727706909,-69.379669189,-1526.698974609,145.056198120,-59.814170837,-1534.964599609,144.298339844,-56.972789764,-1526.790161133,
44,44.610435486,-30.980152130,68.806213379,32.445087433,-45.013477325,77.227516174,52.561122894,-47.054206848,77.360458374,136.447814941,-104.402999878,-1460.620239258,122.186714172,-90.550338745,-1461.516357422,141.352035522,-84.978004456,-1460.725219727,,,,,,,,,,146.883972168,-100.559944153,-1526.051879883,143.725448608,-75.156211853,-1505.727050781,213.514358521,-74.678970337,-1517.265502930,198.473724365,-60.408641815,-1487.136596680,159.939010620,-27.216346741,-1490.020141602,154.951049805,-32.293830872,-1490.832031250,165.440673828,-53.120742798,-1481.107421875,196.707992554,-86.198722839,-1505.240356445,144.795730591,-79.225547791,-1525.180541992,146.099807739,-59.634601593,-1530.232299805,156.726257324,-69.389862061,-1526.701904297,145.055419922,-59.824764252,-1534.968872070,144.297698975,-56.982173920,-1526.794799805,
45,44.605197906,-31.012008667,68.811004639,32.437904358,-45.043125153,77.232696533,52.556571960,-47.088630676,77.362052917,136.444824219,-104.404159546,-1460.617797852,122.182815552,-90.549415588,-1461.514770508,141.348587036,-84.978843689,-1460.716674805,,,,,,,,,,146.899185181,-100.544815063,-1526.045532227,143.735488892,-75.145957947,-1505.715454102,213.527755737,-74.667861938,-1517.233520508,198.478790283,-60.404453278,-1487.105590820,159.945846558,-27.210376740,-1489.992187500,154.957977295,-32.287521362,-1490.806762695,165.444198608,-53.117095947,-1481.084106445,196.717590332,-86.190078735,-1505.216064453,144.811294556,-79.210578918,-1525.169555664,146.117385864,-59.618438721,-1530.216308594,156.742538452,-69.374855042,-1526.685058594,145.074356079,-59.807415009,-1534.953125000,144.314361572,-56.966796875,-1526.778686523,
46,44.601886749,-31.036146164,68.842720032,32.434162140,-45.053291321,77.270034790,52.548488617,-47.105159760,77.404373169,136.442947388,-104.404296875,-1460.619628906,122.183135986,-90.549606323,-1461.519165039,141.345550537,-84.979835510,-1460.718017578,,,,,,,,,,146.908752441,-100.546356201,-1526.045532227,143.741729736,-75.147155762,-1505.716430664,213.535964966,-74.669631958,-1517.222534180,198.481918335,-60.405666351,-1487.097412109,159.949661255,-27.211420059,-1489.991088867,154.961898804,-32.288551331,-1490.806396484,165.446334839,-53.118034363,-1481.081665039,196.723678589,-86.191566467,-1505.207763672,144.820831299,-79.212089539,-1525.170288086,146.127899170,-59.620037079,-1530.217041016,156.752380371,-69.376457214,-1526.683959961,145.085678101,-59.809082031,-1534.954101563,144.324295044,-56.968334198,-1526.779785156,
47,44.596572876,-31.031501770,68.900321960,32.421501160,-45.035739899,77.348587036,52.536106110,-47.093738556,77.476898193,136.442245483,-104.405914307,-1460.617431641,122.183265686,-90.551620483,-1461.518432617,141.346221924,-84.981124878,-1460.720947266,,,,,,,,,,146.900634766,-100.563591003,-1526.045532227,143.736679077,-75.159545898,-1505.721923828,213.529510498,-74.686340332,-1517.236816406,198.479492188,-60.414958954,-1487.113037109,159.947647095,-27.220499039,-1490.009887695,154.959686279,-32.297706604,-1490.823364258,165.444824219,-53.125144958,-1481.095092773,196.718429565,-86.205062866,-1505.217285156,144.813308716,-79.229072571,-1525.175048828,146.120208740,-59.638237000,-1530.226562500,156.744903564,-69.394073486,-1526.692382813,145.077407837,-59.828369141,-1534.963378906,144.317092896,-56.985683441,-1526.789672852,
48,44.564456940,-31.033357620,68.958984375,32.385990143,-45.026508331,77.416206360,52.497570038,-47.091262817,77.557754517,136.441589355,-104.407752991,-1460.621582031,122.182983398,-90.553344727,-1461.517089844,141.347305298,-84.981666565,-1460.724365234,,,,,,,,,,146.882308960,-100.558258057,-1526.052124023,143.724472046,-75.156326294,-1505.724975586,213.514083862,-74.683021545,-1517.259399414,198.472747803,-60.414596558,-1487.129882813,159.940612793,-27.219203949,-1490.012329102,154.952331543,-32.296241760,-1490.825073242,165.439880371,-53.124885559,-1481.101928711,196.706176758,-86.202751160,-1505.236328125,144.795578003,-79.223800659,-1525.178833008,146.101379395,-59.632446289,-1530.228637695,156.726898193,-69.388824463,-1526.698486328,145.057235718,-59.822059631,-1534.965209961,144.299255371,-56.980228424,-1526.790893555,
49,44.560272217,-31.064779282,68.984054565,32.377719879,-45.050914764,77.446044922,52.489902496,-47.120388031,77.583892822,136.443084717,-104.406082153,-1460.624389648,122.185913086,-90.553024292,-1461.521118164,141.348831177,-84.982536316,-1460.723144531,,,,,,,,,,146.899368286,-100.548568726,-1526.052001953,143.737243652,-75.149566650,-1505.721923828,213.529556274,-74.675849915,-1517.239868164,198.481445313,-60.411575317,-1487.111816406,159.950607300,-27.215053558,-1489.998413086,154.962417603,-32.291881561,-1490.812988281,165.447296143,-53.122146606,-1481.090454102,196.718643188,-86.197036743,-1505.222412109,144.812820435,-79.214195251,-1525.176025391,146.120162964,-59.622127533,-1530.222656250,156.744689941,-69.379226685,-1526.691528320,145.077133179,-59.811027527,-1534.959472656,144.317291260,-56.970382690,-1526.785034180,
50,44.559314728,-31.079467773,68.982864380,32.377376556,-45.063312531,77.444503784,52.490936279,-47.134666443,77.575271606,136.446807861,-104.405364990,-1460.621948242,122.188697815,-90.552909851,-1461.518798828,141.350509644,-84.983383179,-1460.719482422,,,,,,,,,,146.906005859,-100.544807434,-1526.048828125,143.741836548,-75.146942139,-1505.717529297,213.534774780,-74.670127869,-1517.231567383,198.484451294,-60.407913208,-1487.103637695,159.952575684,-27.212635040,-1489.990722656,154.964630127,-32.289604187,-1490.805908203,165.449722290,-53.119979858,-1481.083862305,196.723602295,-86.192520142,-1505.215698242,144.818649292,-79.210556030,-1525.171875000,146.125564575,-59.618183136,-1530.217407227,156.750244141,-69.375076294,-1526.686157227,145.082809448,-59.806877136,-1534.954345703,144.322402954,-56.966674805,-1526.779785156,
51,44.576347351,-31.058290482,68.940139771,32.398349762,-45.050006866,77.403007507,52.512947083,-47.119976044,77.528396606,136.448928833,-104.405929565,-1460.619750977,122.190353394,-90.551391602,-1461.519287109,141.352600098,-84.982368469,-1460.722534180,,,,,,,,,,146.903762817,-100.560935974,-1526.048217773,143.741561890,-75.157859802,-1505.723144531,213.533813477,-74.685966492,-1517.241577148,198.485748291,-60.415733337,-1487.116333008,159.954666138,-27.220064163,-1490.009399414,154.966522217,-32.297092438,-1490.822875977,165.451599121,-53.125324249,-1481.096313477,196.723037720,-86.204849243,-1505.221801758,144.817077637,-79.226402283,-1525.176513672,146.124252319,-59.635341644,-1530.227050781,156.748855591,-69.391654968,-1526.693969727,145.081192017,-59.825199127,-1534.963867188,144.321380615,-56.982913971,-1526.789916992,
52,44.587875366,-31.052345276,68.875930786,32.420909882,-45.052097321,77.340881348,52.534683228,-47.116256714,77.449951172,136.449142456,-104.405868530,-1460.619262695,122.192512512,-90.551116943,-1461.519531250,141.355178833,-84.980712891,-1460.722290039,,,,,,,,,,146.907333374,-100.562294006,-1526.047485352,143.745391846,-75.158630371,-1505.723144531,213.538040161,-74.689598083,-1517.239135742,198.489501953,-60.418098450,-1487.114746094,159.959747314,-27.221069336,-1490.009887695,154.971435547,-32.297931671,-1490.823486328,165.455413818,-53.126323700,-1481.095947266,196.726440430,-86.207572937,-1505.219726563,144.821411133,-79.227668762,-1525.176269531,146.129470825,-59.636772156,-1530.227294922,156.753601074,-69.393394470,-1526.693603516,145.086578369,-59.826702118,-1534.964111328,144.326583862,-56.984199524,-1526.790283203,
